Evento;Extenso;Contagem;Usuarios;dia;mês;ano;Data
form_submit;20231012;116;32;12;10;2023;12/10/2023
form_submit;20231016;116;31;16;10;2023;16/10/2023
session_start;20231030;116;89;30;10;2023;30/10/2023
session_start;20240206;116;86;6;2;2024;06/02/2024
form_start;20231023;115;56;23;10;2023;23/10/2023
form_submit;20230822;115;38;22;8;2023;22/08/2023
form_submit;20240115;115;25;15;1;2024;15/01/2024
session_start;20230922;115;88;22;9;2023;22/09/2023
session_start;20231002;115;88;2;10;2023;02/10/2023
session_start;20231121;115;85;21;11;2023;21/11/2023
session_start;20231223;115;92;23;12;2023;23/12/2023
session_start;20240106;115;86;6;1;2024;06/01/2024
form_start;20230814;114;42;14;8;2023;14/08/2023
form_start;20230920;114;53;20;9;2023;20/09/2023
form_start;20231215;114;57;15;12;2023;15/12/2023
session_start;20231214;114;87;14;12;2023;14/12/2023
session_start;20240216;114;89;16;2;2024;16/02/2024
click;20231005;113;20;5;10;2023;05/10/2023
form_start;20230823;113;57;23;8;2023;23/08/2023
form_submit;20230815;113;30;15;8;2023;15/08/2023
form_submit;20231214;113;28;14;12;2023;14/12/2023
session_start;20231228;113;86;28;12;2023;28/12/2023
click;20230915;112;27;15;9;2023;15/09/2023
form_start;20230925;112;48;25;9;2023;25/09/2023
form_start;20231117;112;42;17;11;2023;17/11/2023
session_start;20231119;112;89;19;11;2023;19/11/2023
session_start;20240112;112;81;12;1;2024;12/01/2024
click;20231106;111;19;6;11;2023;06/11/2023
form_start;20231008;111;50;8;10;2023;08/10/2023
form_start;20240220;111;40;20;2;2024;20/02/2024
session_start;20231204;111;92;4;12;2023;04/12/2023
session_start;20231227;111;82;27;12;2023;27/12/2023
form_start;20231115;110;44;15;11;2023;15/11/2023
form_start;20240207;110;45;7;2;2024;07/02/2024
form_start;20240225;110;33;25;2;2024;25/02/2024
form_submit;20231226;110;30;26;12;2023;26/12/2023
session_start;20230904;110;80;4;9;2023;04/09/2023
session_start;20230908;110;85;8;9;2023;08/09/2023
session_start;20231202;110;85;2;12;2023;02/12/2023
first_visit;20231105;109;109;5;11;2023;05/11/2023
session_start;20230907;109;83;7;9;2023;07/09/2023
session_start;20231029;109;84;29;10;2023;29/10/2023
session_start;20240122;109;80;22;1;2024;22/01/2024
session_start;20240205;109;82;5;2;2024;05/02/2024
form_start;20231213;108;47;13;12;2023;13/12/2023
form_start;20231221;108;39;21;12;2023;21/12/2023
form_submit;20240109;108;30;9;1;2024;09/01/2024
session_start;20231011;108;81;11;10;2023;11/10/2023
session_start;20240107;108;86;7;1;2024;07/01/2024
session_start;20240123;108;86;23;1;2024;23/01/2024
session_start;20240130;108;87;30;1;2024;30/01/2024
form_start;20230819;107;60;19;8;2023;19/08/2023
form_start;20230906;107;52;6;9;2023;06/09/2023
form_start;20231121;107;35;21;11;2023;21/11/2023
session_start;20230814;107;69;14;8;2023;14/08/2023
session_start;20230925;107;79;25;9;2023;25/09/2023
session_start;20231018;107;86;18;10;2023;18/10/2023
session_start;20240114;107;72;14;1;2024;14/01/2024
click;20230912;106;7;12;9;2023;12/09/2023
form_start;20231004;106;40;4;10;2023;04/10/2023
form_start;20231020;106;61;20;10;2023;20/10/2023
form_start;20240119;106;46;19;1;2024;19/01/2024
form_submit;20240108;106;27;8;1;2024;08/01/2024
session_start;20240203;106;80;3;2;2024;03/02/2024
session_start;20240210;106;70;10;2;2024;10/02/2024
form_start;20240110;105;28;10;1;2024;10/01/2024
form_start;20240215;105;43;15;2;2024;15/02/2024
form_submit;20230909;105;27;9;9;2023;09/09/2023
session_start;20230815;105;78;15;8;2023;15/08/2023
session_start;20231014;105;77;14;10;2023;14/10/2023
session_start;20231017;105;78;17;10;2023;17/10/2023
first_visit;20230810;104;104;10;8;2023;10/08/2023
form_start;20230902;104;49;2;9;2023;02/09/2023
session_start;20230913;104;84;13;9;2023;13/09/2023
session_start;20231024;104;84;24;10;2023;24/10/2023
first_visit;20231209;103;103;9;12;2023;09/12/2023
form_start;20231203;103;48;3;12;2023;03/12/2023
form_submit;20240224;103;33;24;2;2024;24/02/2024
first_visit;20230915;102;102;15;9;2023;15/09/2023
session_start;20230829;102;83;29;8;2023;29/08/2023
session_start;20231226;102;81;26;12;2023;26/12/2023
session_start;20240218;102;78;18;2;2024;18/02/2024
form_start;20231128;101;43;28;11;2023;28/11/2023
form_start;20240216;101;44;16;2;2024;16/02/2024
form_submit;20231230;101;23;30;12;2023;30/12/2023
session_start;20230812;101;77;12;8;2023;12/08/2023
session_start;20231118;101;77;18;11;2023;18/11/2023
first_visit;20230831;100;100;31;8;2023;31/08/2023
first_visit;20231025;100;100;25;10;2023;25/10/2023
session_start;20231225;100;84;25;12;2023;25/12/2023
session_start;20240105;100;82;5;1;2024;05/01/2024
form_start;20231116;99;42;16;11;2023;16/11/2023
form_start;20240126;99;45;26;1;2024;26/01/2024
session_start;20230923;99;71;23;9;2023;23/09/2023
session_start;20231103;99;84;3;11;2023;03/11/2023
session_start;20231224;99;74;24;12;2023;24/12/2023
click;20231127;98;16;27;11;2023;27/11/2023
form_start;20230904;98;43;4;9;2023;04/09/2023
form_start;20231211;98;49;11;12;2023;11/12/2023
form_start;20231217;98;37;17;12;2023;17/12/2023
form_start;20240122;98;36;22;1;2024;22/01/2024
form_start;20240125;98;51;25;1;2024;25/01/2024
form_submit;20230917;98;39;17;9;2023;17/09/2023
session_start;20230818;98;72;18;8;2023;18/08/2023
session_start;20230911;98;72;11;9;2023;11/09/2023
session_start;20231216;98;85;16;12;2023;16/12/2023
session_start;20231229;98;74;29;12;2023;29/12/2023
first_visit;20231211;97;97;11;12;2023;11/12/2023
first_visit;20240109;97;97;9;1;2024;09/01/2024
form_start;20230816;97;31;16;8;2023;16/08/2023
form_start;20230909;96;27;9;9;2023;09/09/2023
form_start;20231021;96;37;21;10;2023;21/10/2023
form_start;20231229;96;29;29;12;2023;29/12/2023
session_start;20230817;96;70;17;8;2023;17/08/2023
click;20231217;95;11;17;12;2023;17/12/2023
form_start;20240117;95;42;17;1;2024;17/01/2024
session_start;20231001;95;75;1;10;2023;01/10/2023
first_visit;20230927;94;94;27;9;2023;27/09/2023
form_start;20230922;94;46;22;9;2023;22/09/2023
form_start;20231029;94;40;29;10;2023;29/10/2023
click;20230809;93;21;9;8;2023;09/08/2023
form_start;20230815;93;30;15;8;2023;15/08/2023
form_start;20240203;93;39;3;2;2024;03/02/2024
form_submit;20231102;93;27;2;11;2023;02/11/2023
session_start;20230917;93;77;17;9;2023;17/09/2023
session_start;20240127;93;75;27;1;2024;27/01/2024
session_start;20240213;93;65;13;2;2024;13/02/2024
first_visit;20230808;92;92;8;8;2023;08/08/2023
first_visit;20230916;92;92;16;9;2023;16/09/2023
form_start;20231007;92;40;7;10;2023;07/10/2023
form_start;20231104;92;55;4;11;2023;04/11/2023
form_start;20240221;92;43;21;2;2024;21/02/2024
form_submit;20231103;92;32;3;11;2023;03/11/2023
first_visit;20231005;91;91;5;10;2023;05/10/2023
form_start;20231222;91;41;22;12;2023;22/12/2023
form_start;20240112;91;33;12;1;2024;12/01/2024
form_submit;20240104;91;40;4;1;2024;04/01/2024
session_start;20231230;91;65;30;12;2023;30/12/2023
first_visit;20230809;90;90;9;8;2023;09/08/2023
form_start;20231009;90;48;9;10;2023;09/10/2023
form_start;20231022;90;37;22;10;2023;22/10/2023
form_start;20240111;90;47;11;1;2024;11/01/2024
session_start;20231101;90;73;1;11;2023;01/11/2023
session_start;20240115;90;70;15;1;2024;15/01/2024
click;20231004;89;8;4;10;2023;04/10/2023
click;20231218;89;13;18;12;2023;18/12/2023
first_visit;20231106;89;89;6;11;2023;06/11/2023
form_start;20230912;89;45;12;9;2023;12/09/2023
form_start;20231001;89;28;1;10;2023;01/10/2023
session_start;20231012;89;68;12;10;2023;12/10/2023
session_start;20231102;89;66;2;11;2023;02/11/2023
click;20240202;88;16;2;2;2024;02/02/2024
first_visit;20240222;88;88;22;2;2024;22/02/2024
form_start;20230812;88;36;12;8;2023;12/08/2023
form_start;20230918;88;51;18;9;2023;18/09/2023
form_start;20231002;88;42;2;10;2023;02/10/2023
form_start;20231028;88;45;28;10;2023;28/10/2023
form_start;20231031;88;48;31;10;2023;31/10/2023
form_start;20240205;88;34;5;2;2024;05/02/2024
form_submit;20231024;88;41;24;10;2023;24/10/2023
form_submit;20240211;88;23;11;2;2024;11/02/2024
scroll;20240129;88;20;29;1;2024;29/01/2024
click;20231124;87;6;24;11;2023;24/11/2023
first_visit;20230805;87;87;5;8;2023;05/08/2023
first_visit;20231219;87;87;19;12;2023;19/12/2023
form_start;20231118;87;33;18;11;2023;18/11/2023
form_start;20230822;86;39;22;8;2023;22/08/2023
form_start;20231015;86;30;15;10;2023;15/10/2023
form_start;20231220;86;46;20;12;2023;20/12/2023
click;20231010;85;9;10;10;2023;10/10/2023
click;20231107;85;19;7;11;2023;07/11/2023
first_visit;20230824;85;85;24;8;2023;24/08/2023
form_start;20231112;85;34;12;11;2023;12/11/2023
session_start;20230910;85;56;10;9;2023;10/09/2023
session_start;20231231;85;69;31;12;2023;31/12/2023
form_start;20231010;84;33;10;10;2023;10/10/2023
form_start;20240113;84;33;13;1;2024;13/01/2024
form_start;20240114;84;32;14;1;2024;14/01/2024
form_start;20240218;83;30;18;2;2024;18/02/2024
form_submit;20231228;83;27;28;12;2023;28/12/2023
session_start;20230909;83;59;9;9;2023;09/09/2023
session_start;20231015;83;62;15;10;2023;15/10/2023
session_start;20240101;83;65;1;1;2024;01/01/2024
click;20240225;82;9;25;2;2024;25/02/2024
form_start;20230907;82;38;7;9;2023;07/09/2023
form_start;20240104;82;41;4;1;2024;04/01/2024
session_start;20230816;82;65;16;8;2023;16/08/2023
session_start;20240211;82;51;11;2;2024;11/02/2024
click;20230911;81;13;11;9;2023;11/09/2023
click;20231003;81;9;3;10;2023;03/10/2023
click;20231202;80;10;2;12;2023;02/12/2023
first_visit;20230826;80;80;26;8;2023;26/08/2023
first_visit;20231109;80;80;9;11;2023;09/11/2023
first_visit;20240201;80;80;1;2;2024;01/02/2024
form_start;20231013;80;27;13;10;2023;13/10/2023
form_start;20231030;80;37;30;10;2023;30/10/2023
form_start;20231124;80;49;24;11;2023;24/11/2023
form_start;20240124;80;43;24;1;2024;24/01/2024
session_start;20231016;80;65;16;10;2023;16/10/2023
click;20231105;79;12;5;11;2023;05/11/2023
first_visit;20231129;79;79;29;11;2023;29/11/2023
first_visit;20240104;79;79;4;1;2024;04/01/2024
form_start;20231014;79;39;14;10;2023;14/10/2023
form_start;20240123;79;33;23;1;2024;23/01/2024
click;20231125;78;16;25;11;2023;25/11/2023
first_visit;20231123;78;78;23;11;2023;23/11/2023
form_start;20231103;78;32;3;11;2023;03/11/2023
form_start;20240116;78;37;16;1;2024;16/01/2024
form_start;20240217;78;38;17;2;2024;17/02/2024
session_start;20230924;78;60;24;9;2023;24/09/2023
click;20230905;77;12;5;9;2023;05/09/2023
first_visit;20231114;77;77;14;11;2023;14/11/2023
first_visit;20240118;77;77;18;1;2024;18/01/2024
form_start;20230818;77;38;18;8;2023;18/08/2023
session_start;20231010;77;65;10;10;2023;10/10/2023
session_start;20231013;77;59;13;10;2023;13/10/2023
click;20231114;76;13;14;11;2023;14/11/2023
click;20231205;76;12;5;12;2023;05/12/2023
first_visit;20231004;76;76;4;10;2023;04/10/2023
click;20231015;75;7;15;10;2023;15/10/2023
click;20231230;75;6;30;12;2023;30/12/2023
click;20230804;74;16;4;8;2023;04/08/2023
click;20240122;74;16;22;1;2024;22/01/2024
first_visit;20231108;74;74;8;11;2023;08/11/2023
first_visit;20231111;74;74;11;11;2023;11/11/2023
first_visit;20231221;74;74;21;12;2023;21/12/2023
form_start;20231214;74;31;14;12;2023;14/12/2023
click;20230816;73;8;16;8;2023;16/08/2023
click;20230913;73;6;13;9;2023;13/09/2023
first_visit;20230813;73;72;13;8;2023;13/08/2023
form_submit;20231216;73;27;16;12;2023;16/12/2023
click;20230824;72;17;24;8;2023;24/08/2023
click;20231116;72;8;16;11;2023;16/11/2023
click;20231129;72;13;29;11;2023;29/11/2023
click;20231130;72;11;30;11;2023;30/11/2023
first_visit;20230806;72;72;6;8;2023;06/08/2023
first_visit;20231115;72;72;15;11;2023;15/11/2023
first_visit;20240120;72;72;20;1;2024;20/01/2024
form_start;20230817;72;41;17;8;2023;17/08/2023
form_start;20230908;72;39;8;9;2023;08/09/2023
click;20230827;71;16;27;8;2023;27/08/2023
click;20231014;71;12;14;10;2023;14/10/2023
click;20231021;71;13;21;10;2023;21/10/2023
click;20240201;71;13;1;2;2024;01/02/2024
form_start;20231011;71;29;11;10;2023;11/10/2023
form_start;20231212;71;33;12;12;2023;12/12/2023
form_start;20231226;71;30;26;12;2023;26/12/2023
click;20230814;70;10;14;8;2023;14/08/2023
click;20231221;70;10;21;12;2023;21/12/2023
form_start;20231202;70;36;2;12;2023;02/12/2023
form_start;20231227;70;31;27;12;2023;27/12/2023
form_start;20240109;70;30;9;1;2024;09/01/2024
form_submit;20231224;70;22;24;12;2023;24/12/2023
click;20231213;69;10;13;12;2023;13/12/2023
first_visit;20230804;69;69;4;8;2023;04/08/2023
first_visit;20231107;69;69;7;11;2023;07/11/2023
first_visit;20231215;69;69;15;12;2023;15/12/2023
first_visit;20240103;69;69;3;1;2024;03/01/2024
form_start;20231101;69;39;1;11;2023;01/11/2023
form_start;20231209;69;39;9;12;2023;09/12/2023
form_start;20240115;69;25;15;1;2024;15/01/2024
click;20231117;68;13;17;11;2023;17/11/2023
click;20240130;68;12;30;1;2024;30/01/2024
first_visit;20230901;68;68;1;9;2023;01/09/2023
first_visit;20231006;68;68;6;10;2023;06/10/2023
first_visit;20231110;68;68;10;11;2023;10/11/2023
first_visit;20231130;68;68;30;11;2023;30/11/2023
first_visit;20231212;68;68;12;12;2023;12/12/2023
form_start;20230805;68;45;5;8;2023;05/08/2023
form_start;20231204;68;36;4;12;2023;04/12/2023
form_start;20240214;68;42;14;2;2024;14/02/2024
click;20230811;67;19;11;8;2023;11/08/2023
click;20231118;67;8;18;11;2023;18/11/2023
click;20240208;67;9;8;2;2024;08/02/2024
first_visit;20230807;67;67;7;8;2023;07/08/2023
click;20231027;66;13;27;10;2023;27/10/2023
click;20231207;66;18;7;12;2023;07/12/2023
click;20240120;66;13;20;1;2024;20/01/2024
first_visit;20230903;66;66;3;9;2023;03/09/2023
first_visit;20240221;66;66;21;2;2024;21/02/2024
form_start;20231224;66;24;24;12;2023;24/12/2023
form_start;20240210;66;33;10;2;2024;10/02/2024
click;20230812;65;8;12;8;2023;12/08/2023
first_visit;20230820;65;65;20;8;2023;20/08/2023
first_visit;20231020;65;65;20;10;2023;20/10/2023
first_visit;20231023;65;65;23;10;2023;23/10/2023
first_visit;20231201;65;65;1;12;2023;01/12/2023
first_visit;20231205;65;65;5;12;2023;05/12/2023
first_visit;20240111;65;65;11;1;2024;11/01/2024
first_visit;20240220;65;65;20;2;2024;20/02/2024
form_start;20230917;65;42;17;9;2023;17/09/2023
form_start;20231012;65;33;12;10;2023;12/10/2023
form_start;20240224;65;35;24;2;2024;24/02/2024
click;20231215;64;18;15;12;2023;15/12/2023
first_visit;20230819;64;64;19;8;2023;19/08/2023
first_visit;20230822;64;64;22;8;2023;22/08/2023
first_visit;20230825;64;64;25;8;2023;25/08/2023
first_visit;20231203;64;64;3;12;2023;03/12/2023
form_submit;20231225;64;25;25;12;2023;25/12/2023
session_start;20240212;64;46;12;2;2024;12/02/2024
click;20230903;63;15;3;9;2023;03/09/2023
click;20230918;63;13;18;9;2023;18/09/2023
click;20230927;63;12;27;9;2023;27/09/2023
first_visit;20230919;63;63;19;9;2023;19/09/2023
first_visit;20231125;63;63;25;11;2023;25/11/2023
first_visit;20231207;63;63;7;12;2023;07/12/2023
first_visit;20231223;63;63;23;12;2023;23/12/2023
first_visit;20240214;63;63;14;2;2024;14/02/2024
first_visit;20240217;63;63;17;2;2024;17/02/2024
form_start;20240102;63;31;2;1;2024;02/01/2024
form_start;20240105;63;28;5;1;2024;05/01/2024
form_start;20240107;63;30;7;1;2024;07/01/2024
click;20231023;62;9;23;10;2023;23/10/2023
click;20240209;62;15;9;2;2024;09/02/2024
first_visit;20230811;62;62;11;8;2023;11/08/2023
first_visit;20240204;62;62;4;2;2024;04/02/2024
form_submit;20240103;62;24;3;1;2024;03/01/2024
click;20231119;61;10;19;11;2023;19/11/2023
click;20231121;61;11;21;11;2023;21/11/2023
first_visit;20231008;61;61;8;10;2023;08/10/2023
first_visit;20231026;61;61;26;10;2023;26/10/2023
first_visit;20240110;61;61;10;1;2024;10/01/2024
form_start;20231016;61;33;16;10;2023;16/10/2023
form_start;20231102;61;27;2;11;2023;02/11/2023
form_start;20231114;61;34;14;11;2023;14/11/2023
form_submit;20240127;61;23;27;1;2024;27/01/2024
click;20230922;60;8;22;9;2023;22/09/2023
first_visit;20230823;60;60;23;8;2023;23/08/2023
first_visit;20230928;60;60;28;9;2023;28/09/2023
first_visit;20231007;60;60;7;10;2023;07/10/2023
first_visit;20231122;60;60;22;11;2023;22/11/2023
first_visit;20240124;60;60;24;1;2024;24/01/2024
first_visit;20240202;60;60;2;2;2024;02/02/2024
first_visit;20230830;59;59;30;8;2023;30/08/2023
first_visit;20231019;59;59;19;10;2023;19/10/2023
first_visit;20231027;59;59;27;10;2023;27/10/2023
first_visit;20231124;59;59;24;11;2023;24/11/2023
first_visit;20231126;59;59;26;11;2023;26/11/2023
form_start;20231228;59;27;28;12;2023;28/12/2023
form_start;20240106;59;31;6;1;2024;06/01/2024
click;20240121;58;27;21;1;2024;21/01/2024
first_visit;20231127;58;58;27;11;2023;27/11/2023
form_start;20231024;58;41;24;10;2023;24/10/2023
form_start;20240108;58;29;8;1;2024;08/01/2024
form_submit;20240212;58;21;12;2;2024;12/02/2024
click;20240110;57;10;10;1;2024;10/01/2024
first_visit;20230912;57;57;12;9;2023;12/09/2023
first_visit;20231031;57;57;31;10;2023;31/10/2023
first_visit;20231116;57;57;16;11;2023;16/11/2023
first_visit;20231216;57;57;16;12;2023;16/12/2023
first_visit;20240225;57;57;25;2;2024;25/02/2024
form_start;20230910;57;29;10;9;2023;10/09/2023
click;20230821;56;14;21;8;2023;21/08/2023
click;20230920;56;12;20;9;2023;20/09/2023
first_visit;20230918;56;56;18;9;2023;18/09/2023
first_visit;20231206;56;56;6;12;2023;06/12/2023
first_visit;20231228;56;56;28;12;2023;28/12/2023
first_visit;20240106;56;56;6;1;2024;06/01/2024
first_visit;20240113;56;56;13;1;2024;13/01/2024
first_visit;20240117;56;56;17;1;2024;17/01/2024
click;20230806;55;13;6;8;2023;06/08/2023
click;20231101;55;9;1;11;2023;01/11/2023
click;20231210;55;21;10;12;2023;10/12/2023
first_visit;20231113;55;55;13;11;2023;13/11/2023
first_visit;20231204;55;55;4;12;2023;04/12/2023
first_visit;20231208;55;55;8;12;2023;08/12/2023
first_visit;20231220;55;55;20;12;2023;20/12/2023
first_visit;20240125;55;55;25;1;2024;25/01/2024
form_start;20231230;55;24;30;12;2023;30/12/2023
click;20240118;54;17;18;1;2024;18/01/2024
first_visit;20231117;54;54;17;11;2023;17/11/2023
first_visit;20231217;54;54;17;12;2023;17/12/2023
first_visit;20231225;54;54;25;12;2023;25/12/2023
first_visit;20240102;54;54;2;1;2024;02/01/2024
first_visit;20240116;54;54;16;1;2024;16/01/2024
form_start;20240213;54;23;13;2;2024;13/02/2024
click;20230925;53;12;25;9;2023;25/09/2023
click;20231109;53;13;9;11;2023;09/11/2023
click;20240131;53;10;31;1;2024;31/01/2024
first_visit;20230914;53;53;14;9;2023;14/09/2023
first_visit;20231119;53;52;19;11;2023;19/11/2023
first_visit;20231128;53;53;28;11;2023;28/11/2023
first_visit;20231226;53;53;26;12;2023;26/12/2023
click;20231219;52;14;19;12;2023;19/12/2023
first_visit;20230827;52;52;27;8;2023;27/08/2023
first_visit;20230930;52;52;30;9;2023;30/09/2023
first_visit;20231103;52;52;3;11;2023;03/11/2023
first_visit;20240107;52;52;7;1;2024;07/01/2024
first_visit;20230906;51;51;6;9;2023;06/09/2023
first_visit;20231120;51;51;20;11;2023;20/11/2023
first_visit;20231214;51;51;14;12;2023;14/12/2023
form_submit;20231231;51;20;31;12;2023;31/12/2023
session_start;20240128;51;36;28;1;2024;28/01/2024
click;20230826;50;10;26;8;2023;26/08/2023
click;20231002;50;8;2;10;2023;02/10/2023
first_visit;20230821;50;50;21;8;2023;21/08/2023
first_visit;20230829;50;50;29;8;2023;29/08/2023
first_visit;20230920;50;50;20;9;2023;20/09/2023
first_visit;20231009;50;50;9;10;2023;09/10/2023
first_visit;20231029;50;50;29;10;2023;29/10/2023
first_visit;20231121;50;50;21;11;2023;21/11/2023
first_visit;20240130;50;50;30;1;2024;30/01/2024
click;20231204;49;8;4;12;2023;04/12/2023
click;20240107;49;7;7;1;2024;07/01/2024
click;20240207;49;13;7;2;2024;07/02/2024
first_visit;20230926;49;49;26;9;2023;26/09/2023
first_visit;20231003;49;49;3;10;2023;03/10/2023
first_visit;20240216;49;49;16;2;2024;16/02/2024
first_visit;20240224;49;49;24;2;2024;24/02/2024
form_start;20240103;49;25;3;1;2024;03/01/2024
click;20231011;48;11;11;10;2023;11/10/2023
click;20240119;48;15;19;1;2024;19/01/2024
first_visit;20230921;48;48;21;9;2023;21/09/2023
first_visit;20231224;48;48;24;12;2023;24/12/2023
first_visit;20231227;48;47;27;12;2023;27/12/2023
first_visit;20240105;48;48;5;1;2024;05/01/2024
first_visit;20240207;48;48;7;2;2024;07/02/2024
first_visit;20240208;48;48;8;2;2024;08/02/2024
form_start;20240101;48;26;1;1;2024;01/01/2024
form_start;20240211;48;25;11;2;2024;11/02/2024
click;20231113;47;6;13;11;2023;13/11/2023
click;20240223;47;11;23;2;2024;23/02/2024
first_visit;20231014;47;47;14;10;2023;14/10/2023
first_visit;20231021;47;47;21;10;2023;21/10/2023
first_visit;20231112;47;47;12;11;2023;12/11/2023
first_visit;20231231;47;47;31;12;2023;31/12/2023
first_visit;20240112;47;47;12;1;2024;12/01/2024
first_visit;20240119;47;47;19;1;2024;19/01/2024
first_visit;20240123;47;47;23;1;2024;23/01/2024
first_visit;20240215;47;47;15;2;2024;15/02/2024
form_start;20231216;47;29;16;12;2023;16/12/2023
form_start;20240212;47;21;12;2;2024;12/02/2024
click;20231006;46;11;6;10;2023;06/10/2023
first_visit;20230815;46;46;15;8;2023;15/08/2023
first_visit;20230908;46;46;8;9;2023;08/09/2023
first_visit;20231002;46;46;2;10;2023;02/10/2023
first_visit;20231229;46;46;29;12;2023;29/12/2023
first_visit;20240127;46;46;27;1;2024;27/01/2024
form_start;20231225;46;25;25;12;2023;25/12/2023
form_start;20240127;46;23;27;1;2024;27/01/2024
click;20230926;45;16;26;9;2023;26/09/2023
click;20231206;45;7;6;12;2023;06/12/2023
first_visit;20230929;45;45;29;9;2023;29/09/2023
first_visit;20240218;45;45;18;2;2024;18/02/2024
click;20240123;44;10;23;1;2024;23/01/2024
click;20240220;44;15;20;2;2024;20/02/2024
click;20240224;44;6;24;2;2024;24/02/2024
first_visit;20230812;44;44;12;8;2023;12/08/2023
first_visit;20230905;44;44;5;9;2023;05/09/2023
first_visit;20230922;44;44;22;9;2023;22/09/2023
first_visit;20230925;44;44;25;9;2023;25/09/2023
first_visit;20231024;44;44;24;10;2023;24/10/2023
first_visit;20231030;44;44;30;10;2023;30/10/2023
first_visit;20231118;44;44;18;11;2023;18/11/2023
first_visit;20231202;44;44;2;12;2023;02/12/2023
first_visit;20231213;44;44;13;12;2023;13/12/2023
form_start;20230924;44;24;24;9;2023;24/09/2023
first_visit;20230913;43;43;13;9;2023;13/09/2023
first_visit;20230923;43;43;23;9;2023;23/09/2023
first_visit;20240115;43;43;15;1;2024;15/01/2024
click;20231108;42;16;8;11;2023;08/11/2023
first_visit;20230907;42;42;7;9;2023;07/09/2023
first_visit;20230917;42;42;17;9;2023;17/09/2023
first_visit;20231001;42;42;1;10;2023;01/10/2023
first_visit;20231017;42;42;17;10;2023;17/10/2023
first_visit;20240114;42;42;14;1;2024;14/01/2024
first_visit;20230828;41;41;28;8;2023;28/08/2023
first_visit;20231018;41;41;18;10;2023;18/10/2023
first_visit;20231101;41;41;1;11;2023;01/11/2023
first_visit;20231102;41;41;2;11;2023;02/11/2023
first_visit;20240122;41;41;22;1;2024;22/01/2024
first_visit;20240205;41;41;5;2;2024;05/02/2024
form_start;20231231;41;20;31;12;2023;31/12/2023
click;20240204;40;8;4;2;2024;04/02/2024
click;20240215;40;11;15;2;2024;15/02/2024
first_visit;20230902;40;40;2;9;2023;02/09/2023
first_visit;20230924;40;40;24;9;2023;24/09/2023
first_visit;20231022;40;40;22;10;2023;22/10/2023
first_visit;20240101;40;40;1;1;2024;01/01/2024
click;20230923;39;11;23;9;2023;23/09/2023
click;20231208;39;13;8;12;2023;08/12/2023
first_visit;20230817;39;39;17;8;2023;17/08/2023
first_visit;20231011;39;39;11;10;2023;11/10/2023
first_visit;20231230;39;39;30;12;2023;30/12/2023
first_visit;20240219;39;39;19;2;2024;19/02/2024
click;20230904;38;6;4;9;2023;04/09/2023
click;20231007;38;12;7;10;2023;07/10/2023
click;20240216;38;8;16;2;2024;16/02/2024
click;20240221;38;15;21;2;2024;21/02/2024
first_visit;20240131;38;38;31;1;2024;31/01/2024
first_visit;20240209;38;38;9;2;2024;09/02/2024
click;20230807;37;15;7;8;2023;07/08/2023
click;20231008;37;9;8;10;2023;08/10/2023
click;20231031;37;10;31;10;2023;31/10/2023
click;20231126;37;10;26;11;2023;26/11/2023
first_visit;20230816;37;37;16;8;2023;16/08/2023
first_visit;20231012;37;37;12;10;2023;12/10/2023
first_visit;20240203;37;37;3;2;2024;03/02/2024
form_start;20240128;37;14;28;1;2024;28/01/2024
click;20230902;36;12;2;9;2023;02/09/2023
first_visit;20230814;36;36;14;8;2023;14/08/2023
first_visit;20230909;36;36;9;9;2023;09/09/2023
first_visit;20231010;36;36;10;10;2023;10/10/2023
click;20231012;35;8;12;10;2023;12/10/2023
click;20231110;35;19;10;11;2023;10/11/2023
click;20240103;35;10;3;1;2024;03/01/2024
click;20240125;35;9;25;1;2024;25/01/2024
first_visit;20230818;35;35;18;8;2023;18/08/2023
first_visit;20230904;35;35;4;9;2023;04/09/2023
first_visit;20231013;35;35;13;10;2023;13/10/2023
first_visit;20240126;35;35;26;1;2024;26/01/2024
first_visit;20240206;35;35;6;2;2024;06/02/2024
click;20231112;34;8;12;11;2023;12/11/2023
click;20231227;34;7;27;12;2023;27/12/2023
click;20231102;33;6;2;11;2023;02/11/2023
click;20231120;33;8;20;11;2023;20/11/2023
click;20231211;33;12;11;12;2023;11/12/2023
click;20240218;33;11;18;2;2024;18/02/2024
first_visit;20230910;33;33;10;9;2023;10/09/2023
first_visit;20231015;33;33;15;10;2023;15/10/2023
first_visit;20231016;33;33;16;10;2023;16/10/2023
click;20230815;32;9;15;8;2023;15/08/2023
click;20240203;32;12;3;2;2024;03/02/2024
click;20240117;31;7;17;1;2024;17/01/2024
session_start;20240129;31;30;29;1;2024;29/01/2024
click;20240102;30;10;2;1;2024;02/01/2024
click;20240126;30;7;26;1;2024;26/01/2024
first_visit;20240210;30;30;10;2;2024;10/02/2024
first_visit;20240213;30;30;13;2;2024;13/02/2024
click;20231029;29;9;29;10;2023;29/10/2023
click;20240113;28;8;13;1;2024;13/01/2024
click;20240206;28;9;6;2;2024;06/02/2024
click;20231104;27;14;4;11;2023;04/11/2023
click;20231122;27;13;22;11;2023;22/11/2023
click;20231214;27;8;14;12;2023;14/12/2023
first_visit;20230911;27;27;11;9;2023;11/09/2023
click;20240104;26;4;4;1;2024;04/01/2024
click;20231203;25;7;3;12;2023;03/12/2023
